V1,V2,V3,V4,V5,V10,V11,V12,V14,V16,V18,V20,V21,V22,Class
0.9799876052447956,0.7736108816346513,0.8272829963669474,0.2909341549115423,0.7660261539744361,0.4944353671795013,0.28893827145700024,0.683667528565137,0.6074635728786055,0.46803214239167035,0.6780358407193249,0.579005681819562,0.5588535832041219,0.48911808543806545,0
0.8802199317779059,0.8208988109385449,0.7060454424830819,0.5864394822660214,0.7189347460693669,0.2782131020818183,0.7242538540057333,0.1588663721296495,0.18869899299863763,0.018018195998271536,0.022571724589489306,0.5981761440273023,0.5977338044423512,0.5364742418794142,1
0.992315698263902,0.7624275027872889,0.8303774637779109,0.26817781139988195,0.7620248158109789,0.508673501223338,0.22035254493777953,0.7164020884479725,0.635989234174687,0.46125833872544814,0.6572519979620806,0.5786775399038598,0.563895649059687,0.5389127888509095,0
0.8240584079187019,0.7959633719521612,0.7007615949390549,0.533346482516189,0.7288243135366567,0.3484088206122752,0.5984674085522741,0.3770539572976005,0.3734345396738927,0.24937373921658426,0.3555414294461913,0.573720082652924,0.5627326852083608,0.5609931488710199,1
0.9602468915930226,0.7753488348101123,0.8288510200104623,0.25710660106903327,0.7715607822313851,0.5054256077042648,0.35666265280416143,0.7148116539792294,0.623920583814606,0.4511399964806157,0.6763085473074789,0.580927576552373,0.5568946529121828,0.47705573317358874,1
0.9413913426363757,0.7732237434447038,0.8509078958226278,0.18759437697325204,0.7675123485653264,0.4797538353081138,0.27031484610916834,0.7463159421553389,0.6508940519263693,0.47470104666292323,0.7398968283904315,0.5803761979164941,0.5673446370908193,0.5506977707029133,0
0.9810488083603056,0.7594868046222603,0.8541892999414384,0.2248310240586004,0.7552350484454484,0.5213218720064087,0.263224749192928,0.6740772298277007,0.6331825349350062,0.4969182906971823,0.5974346106619393,0.5814106372102719,0.5677474075514466,0.5577116861072517,0
0.6881106982492031,0.8769295510376797,0.505855550957961,0.526148991262533,0.6813107440278584,0.3086783460305022,0.7250007466933176,0.26564360916281693,0.35553054180334787,0.20462053360179977,0.32471801374848874,0.5962532571004918,0.5869102007846084,0.45031261881960516,1
0.9592814136136599,0.7766450888442907,0.8415533885871711,0.22427501026149002,0.7691080322713909,0.5000452962873295,0.22541147505068304,0.7136218156139812,0.6474946251834667,0.4473005371790958,0.602543547230865,0.5800878527004794,0.5571694554855015,0.4832800606397787,0
0.9782816248094542,0.7651284705821269,0.8587285174105377,0.2904576238231412,0.7580945109084356,0.5040106514893414,0.23674374067639242,0.7114288542605347,0.6354847738897337,0.45528374321772197,0.6411488623709458,0.5789361962693182,0.5599333809465366,0.5048700235985921,0
0.764660506737344,0.8491795438924266,0.5155819939271324,0.54946109364469,0.6972238057451872,0.19121691968956328,0.7070874253435218,0.13960293151699954,0.31198067816653763,0.07896401240686385,0.1441569305759347,0.582489360065037,0.5669444336408952,0.5726783181099029,1
0.9756417976278057,0.7651177748218868,0.8405080514906823,0.3083817546157581,0.764497053725909,0.5102956582348124,0.3160933820468108,0.704729504345197,0.6685362099303527,0.43897038765622143,0.6457183580552709,0.578424545965728,0.560560417325173,0.5004302371539165,0
0.9929774658064102,0.765950410542864,0.8186252615588822,0.27109839836060823,0.7643058802209208,0.5104882998994631,0.23588490856829722,0.7093622892306455,0.6592444122822951,0.446821425743904,0.5982611371075022,0.5777029025463689,0.5568192001439515,0.4750543221072408,0
0.950513240596684,0.781788386490777,0.8199758850360986,0.21880372385805735,0.7710053882603671,0.4966112588686849,0.3201541028272571,0.7298855926571173,0.6253138316161309,0.47256291074025236,0.6810600083192194,0.5809899925425072,0.5566424882293493,0.4720493115261763,0
0.9772928315584117,0.7891467627550747,0.770914901708557,0.4934380998129332,0.766199762243155,0.45218153746270573,0.47998116030282983,0.5707057988313564,0.39200298122086547,0.42892467838483644,0.6659007190208258,0.5820063286638206,0.5661521767177057,0.5019737046118503,1
0.8975358172779723,0.8020722947998682,0.7081349467415822,0.5969721516010884,0.7630332826417511,0.45704838784583035,0.559076342640466,0.3649088209982199,0.1763504495921056,0.30651091439303957,0.5656247786377862,0.5783332692756792,0.5701962940928267,0.543596890926909,1
0.8734899906826303,0.8222668057055301,0.6795273208812785,0.625713058014947,0.7425885179240891,0.3666151038250276,0.7105033254479868,0.3173788904509763,0.305530168462309,0.2842929920600803,0.5140575992152212,0.5813101803454915,0.5806534664507867,0.5215935917072488,1
0.9440460672177354,0.7688930225307364,0.8544277810298366,0.20179590754507237,0.7740457880947033,0.48804663159578715,0.2164808075314949,0.7271943407722604,0.6333734418257709,0.4604116336569828,0.6321469143888618,0.5819688690149225,0.5633034300200226,0.5191854450748034,0
0.9357947876874548,0.7758049501421451,0.8482034804756505,0.27408460021748915,0.7697390349579658,0.47860956666451665,0.27892779983840904,0.6980580299209569,0.6195646331620315,0.47438222375295336,0.6885963864139678,0.579411492786596,0.5636178681287908,0.507716831299699,0
0.4392466529342983,0.9436093190032142,0.2984310742207139,0.5416205338069351,0.6169025689015287,0.34876899823046537,0.5130056201238825,0.5038944891916439,0.49208220019157944,0.2904123414517321,0.3340664187459389,0.5987243173785379,0.5907625228372991,0.40326385121412045,1
0.8180156840737551,0.716458693105701,0.7444405012705986,0.30531269419296203,0.743181574518181,0.4378382405566288,0.29388216736570516,0.5427456432736513,0.5230754582256285,0.47619945177251266,0.5289771481365477,0.5671264180372682,0.5685142833470886,0.5064131639174466,1
0.863970093426141,0.8271710701121128,0.6680176518364966,0.6250174910648716,0.7360293720292698,0.36670498260369977,0.7045829049671322,0.32210730694832873,0.3128720888862925,0.2896265599347092,0.5148488343669977,0.5795755688119658,0.5796709185918945,0.5206897748465542,1
0.9800911653272512,0.7687165160722775,0.8392268433129088,0.28219425799170583,0.7631730203870547,0.5069034230025116,0.24354950679118778,0.6988483846580213,0.6581460196991779,0.4401975062068912,0.6169899820000655,0.5782979466636421,0.5602012979657129,0.5050347084677614,0
0.6708869292347777,0.8692901022295493,0.4260948737972146,0.7761220651258083,0.6995373634778315,0.24148159815607279,0.8542015631563601,0.18719385191960025,0.19976941396616443,0.20275933677286148,0.32720108038440165,0.5908781750340881,0.5238204708144673,0.5554099914114033,1
0.9781327085837136,0.7707294590915147,0.8420725781917163,0.2995441257714297,0.7655976400374568,0.5073792153686317,0.28461273102656265,0.7333559901603579,0.6539449040145062,0.44027375288287435,0.6042901427059808,0.5794170149627943,0.5627146714504777,0.5244340935097899,0
0.9049446546068061,0.8027888043649065,0.7892587042822383,0.423027480952768,0.7579104589468914,0.3992612344882658,0.5126687278396903,0.42180738180016536,0.35932261777001,0.25279005226504475,0.32191004809907453,0.581093495454586,0.6010121652039934,0.4963642973852788,1
0.5088094406762531,0.941331072107835,0.3144837011629079,0.6466439754285287,0.6452638911206503,0.04967939244682462,0.5481242944845034,0.3049667226474023,0.5140402514406467,0.232786531520719,0.2749481412224842,0.6102086967398611,0.4203341899117846,0.6714816224278451,1
0.7031059074962627,0.8524640785790311,0.5549909336547026,0.503046904217826,0.6854836724805057,0.1958086934734185,0.6443203240995019,0.26409483699947117,0.22974004117512714,0.14774101336569462,0.1276132527534739,0.5696626604494915,0.602185358492415,0.4712147413947474,1
0.7776628868715921,0.8437770099311388,0.531025837986499,0.6156130162688684,0.6972751359727631,0.1999364404744285,0.7841527479463677,0.0836047704564179,0.16777870711436255,0.07778213120778449,0.25760617592718243,0.5716392692081936,0.6052521278260381,0.5424808528699253,1
0.9400509053953061,0.7716437356974831,0.7980088483851866,0.32005720769331303,0.7606087764106804,0.4512721212175811,0.37022733487161474,0.5352396684268749,0.491044083877703,0.3029782847266739,0.47742297600922523,0.5826828412951427,0.5701126468087967,0.5503175314595561,1
0.8756987189869295,0.7385302782411928,0.7567274802704701,0.3628419608388551,0.7521961756068812,0.40293651864486457,0.46044935177991075,0.549582714351997,0.49977624397822673,0.2891529632292984,0.41546365547506325,0.5833058078781306,0.5798386303766406,0.5582514240337715,1
0.923592392373892,0.7838619412893084,0.7962989401904125,0.22654393318636445,0.7515969877779778,0.39576485646641363,0.42672726552951334,0.6163643228881449,0.5095913185540706,0.3691272457795721,0.5997535658756009,0.5890555428318165,0.5498191974121415,0.5334129795492215,1
0.978407303705382,0.7995168755462636,0.7306349906994901,0.49768983311213244,0.7766021701796153,0.42903129908256565,0.5536759424386214,0.5210819910017536,0.3096080736518391,0.4676338132393147,0.7667201652814128,0.5829545716653103,0.5632396040752926,0.46659651006455416,1
0.8890480123155989,0.7774197702232398,0.7494525611435325,0.4716238833397671,0.7646295117227878,0.3609525471866737,0.6586515607170539,0.34963878998113157,0.2849509940653328,0.18135722311954577,0.32914987552806707,0.5808920423982145,0.5780954083004327,0.5177435357326526,1
0.9798996627648838,0.7630900177371449,0.8504017454043632,0.21626626872876598,0.7584426779404599,0.4867009545337504,0.23494286901921482,0.7174491003083003,0.6437345040219941,0.43937137388547254,0.6785616623129943,0.578702908818964,0.5608053174019367,0.5149955294873786,0
0.8701581492614369,0.840777989157867,0.6032884359214559,0.6339542382285525,0.6902211669034353,0.264857244960907,0.8424254758363579,0.1352908581036908,0.24754182865382823,0.10944876588228974,0.17881285071317715,0.5736240639227417,0.5951079819970768,0.5454938612064058,1
0.832102537950108,0.7983663308582573,0.6870267110115567,0.48179033797670556,0.7336647941693388,0.3348639379338475,0.6245502790112007,0.37852132633039687,0.3277682782178895,0.2170971271287494,0.3552941796007567,0.5789547667203223,0.5566458479711741,0.538509825266881,1
0.8532037148939379,0.8422053535655538,0.6116143984338263,0.6070432586410028,0.712633133963835,0.24047101135256493,0.8019428751716032,0.05656528596129695,0.17141837163654616,0.055796555097877176,0.20472965619097055,0.5854179695840408,0.6018251796627586,0.532501889106778,1
0.9696374061065586,0.7993507116249716,0.7361261629365113,0.5164683099448748,0.7671560205551397,0.41132409936617575,0.5770141668279655,0.5078880772347616,0.29152642492738867,0.3815002063034118,0.5802408819177562,0.5862111508019812,0.5667953646885088,0.466115471811314,1
0.9660720044116555,0.7817536654039311,0.8289412358684709,0.37628904438556565,0.7776816054998823,0.528480671050872,0.18406124505351962,0.6951448864256085,0.6507458840293479,0.4611941320088905,0.605350497803985,0.5774468684013645,0.5631817021149048,0.527338814927972,1
0.9571441206178981,0.8121146032184797,0.724078013358269,0.5748085856739951,0.769173440148199,0.4083465229428547,0.5154875985536578,0.44459633023269457,0.2670382695549583,0.39561238597013326,0.7068508554325419,0.5857956780957377,0.5681765020476843,0.4881084149317808,1
0.934944008372858,0.796730592298429,0.7620937248413087,0.3583526014477288,0.7543498244657365,0.41787710191470995,0.35913967532556224,0.5568043764934464,0.488089974722392,0.38329788502284634,0.6171190295611683,0.5871882866824231,0.5474422077464086,0.5335822034309882,1
0.9423072590241096,0.7830241290739685,0.8514360543278505,0.2547284859893344,0.763384375239388,0.49991201580770006,0.26399181310104314,0.7049290690648432,0.6408289575841141,0.46504452716084577,0.646478677644474,0.5816529715347519,0.5574156840474713,0.4756470827991674,0
0.9690065301625708,0.7797474279255555,0.7496221642352865,0.3485634418858228,0.7609811964752329,0.4015510661915007,0.4557757933399135,0.5059424284539744,0.41104924341700105,0.27456435787127526,0.378837760531116,0.5840704115158459,0.5715002874862259,0.5120746111974483,1
0.9930850649127967,0.7688028964162578,0.8076632012271469,0.27625413607167987,0.7662431041352524,0.4993837596043268,0.2572452799945806,0.6914009904795246,0.6267157545540628,0.45686553710267214,0.6939591204966985,0.5776343117308618,0.5645416541099928,0.5416743127610211,0
0.9930431544293051,0.767447222163782,0.8056623013719001,0.2622167033256729,0.769496097086489,0.5048640059657103,0.32877843523000766,0.7117982979571468,0.6307964864760405,0.4681724567102661,0.6756848243940479,0.5780353168592296,0.5560065782565039,0.46574038901693604,0
0.9782598189120906,0.7694505447317542,0.8503799673171408,0.30188233433903083,0.7616938636119871,0.5078832853117188,0.26348233715302904,0.7111558155415447,0.6549657126652239,0.4615949064878455,0.6417379962729345,0.5791547326034634,0.5585341856651266,0.48289359328673764,0
0.9350025960801058,0.7669896782680395,0.7893284429810759,0.3694259705145563,0.7960862891683109,0.45415429801300455,0.4552850815901895,0.6833431997332505,0.4290123773420327,0.4914518742278137,0.8798209207742084,0.587732331817256,0.5607047373430158,0.48207132697680044,1
0.9537939865831351,0.8029871474495907,0.777543450746734,0.44554351882829946,0.7881745514490874,0.4506160862785932,0.39514891727999807,0.6131775540573342,0.4241673289651564,0.5311573975450247,0.8273431011724738,0.5854028811352643,0.538999549746127,0.5022857325403093,1
0.94580741787518,0.776406069216917,0.8478287323210629,0.23388506504873546,0.7653466893567453,0.49250214999301467,0.3433487896190525,0.7300835022642643,0.6718013185303505,0.4438430664358265,0.6250219185805864,0.5771029492996932,0.5651967364727106,0.5356391549805638,0
0.9614056851901157,0.7793764432920797,0.8199514029538734,0.25176607387302447,0.7675158677495657,0.48514480574469876,0.2496527591293366,0.7072932458282477,0.6266902159180748,0.45549225319515646,0.6999239327358879,0.5780937339128347,0.5669228403257848,0.5553569555966582,0
0.9395885478459308,0.7495854017329411,0.8274776264914703,0.5009517137258259,0.7708700007069372,0.5456268808827547,0.32137607206766045,0.5966144859680955,0.6886926822460927,0.4340174019031185,0.6286761674435969,0.5798573658459876,0.5548294220472341,0.5002894018139126,1
0.9803307088908564,0.7698335090460837,0.842728384107829,0.2742170555858293,0.7641558045709822,0.5073512880076249,0.2465394109093042,0.7130657048248037,0.6527035054890926,0.46351149012289883,0.6266715050098546,0.579463742705719,0.5568033168071673,0.4712663109281077,0
0.9918576981275723,0.7664767924671954,0.804675612653106,0.2600234213433109,0.7688556785631127,0.49472074256142395,0.33414819671866897,0.7314012427787348,0.604366269392141,0.4596373172265436,0.7011003477792576,0.5791457960607899,0.55800557088997,0.48749577919269343,0
0.9789554835483008,0.768165937286933,0.8411376345226053,0.2836090913006404,0.7632026462721475,0.5060909152776093,0.27258603057203873,0.7026712805092225,0.660961201926854,0.4280659444763099,0.5801120742722369,0.5777185459753836,0.5609674167955675,0.5125965021777913,0
0.9734103139363208,0.7589904888426212,0.854355187754853,0.2656284974552695,0.7585755341043096,0.4963961821242479,0.26265139909540686,0.7515377956731356,0.6220424594042598,0.4351546584045509,0.5710797455690863,0.5829802944173539,0.5597729956050355,0.4968433128820194,0
0.9800691553042102,0.7698239963613315,0.8426951114522558,0.274360338531384,0.7643089895717475,0.5070638993320746,0.2500397493909687,0.719983482720542,0.650460054322472,0.4630315825673468,0.6238788695734738,0.5798743808051365,0.556946284796741,0.4723829870610114,0
0.9728586005321893,0.8104551863280828,0.70876812608947,0.5790902274304095,0.7722689683504312,0.42711716029180546,0.663195455476015,0.428686902788129,0.34149160081988106,0.41522506260565656,0.7792471479812694,0.5854112887154951,0.5675250727102704,0.5168138984102266,1
0.9935485096907062,0.7680215055853347,0.8151391685679154,0.2679440776076929,0.7659992344583155,0.5084746177645265,0.2539792800326782,0.7343810736818074,0.6561704465641577,0.4409731390959795,0.6406749301677068,0.5782739279596314,0.5656083981295336,0.5545741410065318,0
0.9773887102666854,0.7737824014773012,0.842920109058479,0.3636759428369844,0.7663427458684458,0.5223955672677717,0.26346846607424457,0.7213689431482107,0.6534568830432258,0.4626941879317505,0.614670151400329,0.5802708022345869,0.561344814324702,0.505207366021466,0
0.7832955985029978,0.8356645946093456,0.5761617364735911,0.5424719767817014,0.7059347291446195,0.20803628650751677,0.7365562296729657,0.10734148844068303,0.25712975473467725,0.0846693482675489,0.17392858975982467,0.5814710874162157,0.5858011208610777,0.5586235863568282,1
0.9166650813647981,0.7894980192226337,0.7483332592100901,0.3144920975189914,0.7543340259564508,0.3923495112849459,0.49458400217257625,0.4320095933125811,0.5178995305518173,0.3357754028529401,0.5326334109311919,0.5788764735441839,0.5743844909270419,0.5270403598234495,1
0.7909752653374635,0.8449757660172004,0.6139003327086434,0.44136301388367677,0.7144726196447692,0.38322320852962244,0.4463104962867657,0.47292438193905273,0.40971412229868753,0.31919163190590294,0.4792205823192601,0.5891282875161099,0.5765030366565469,0.4692371074137091,1
0.8965768496934967,0.8246295299059153,0.6790907242567548,0.7088408674860429,0.7292167114750288,0.27627303116510915,0.807917742233566,0.004900388239975517,0.12074668325088111,0.054122912791057076,0.17949711252366607,0.594682742030457,0.598715680632179,0.5556854782412644,1
0.919687280298708,0.7982293363978932,0.7529993061225212,0.35916296357893224,0.755530685321773,0.39518921541202146,0.4618538870314941,0.589033870299405,0.38167788656397067,0.3879011358783677,0.675629856124293,0.579934334998732,0.5730620736166505,0.551729094421506,1
0.9109418849194428,0.7665056211625472,0.8113291342031826,0.4009549494982855,0.7431142442538946,0.43317532996424724,0.34399485504177757,0.5596590284725642,0.5390574647465344,0.3554004062998563,0.4531223798207763,0.5973800981442398,0.5757128493024605,0.4985456808086737,1
0.9940879125580007,0.7688314132523543,0.8039307032811683,0.26424816722998995,0.7706424402518239,0.5006506129166418,0.226689661836346,0.7067710155254356,0.6156648100181097,0.4624446990229056,0.637082016516839,0.5788185332966418,0.5551306597165733,0.4629379294165081,0
0.859093138788015,0.842717600705358,0.6153174315658775,0.5636135992353066,0.7007442441824863,0.23311982823990735,0.7883808925527256,0.06333553555545535,0.17214814804945006,0.046689787891181445,0.19751083867225494,0.5808582113010842,0.6011688136338924,0.5592404430865522,1
0.8145375087653965,0.8397069060458947,0.6322732843756796,0.4378560407758978,0.7191102314214615,0.3794895413883016,0.4603520867675879,0.45873949738359926,0.39240925444481245,0.31164160585199124,0.4778496161215362,0.5889399552213073,0.5762819643293836,0.47665916794354835,1
0.9778671837225261,0.7674423958556472,0.8599214026687277,0.3111821285277015,0.7595205996482938,0.5041215283272757,0.24533067669348346,0.7362166798399425,0.6293438108709316,0.45079869536927714,0.6431628468479327,0.5793230659028754,0.5606077957585996,0.513901290063918,0
0.8921872422696537,0.8421624230841307,0.6394092285987021,0.6334959476653272,0.7518100313685393,0.23575514469717263,0.9762618620378569,0.039654156792500395,0.013188444927291099,0.1303470277578101,0.28726203943278733,0.5949867733612767,0.5898044080936192,0.5011810680420128,1
0.9744505191733669,0.8015815470985111,0.7500931198768065,0.457281078653606,0.786009825554329,0.48084153848391403,0.4446883746154136,0.6490539799850088,0.3957161303201881,0.5491979274849738,0.9139773811145298,0.5762038884244837,0.5841209829589052,0.4745513891749483,1
